,ForceType,Sex,Race,TypeOfResistance
27681,Bodily Force,Male,Black,tensed
27682,Less Lethal Weapons,Male,White,verbal non-compliance
27683,Bodily Force,Male,Black,fled
27684,Less Lethal Weapons,Male,Black,tensed
27685,Chemical Irritant,Male,Black,commission of crime
27686,Bodily Force,Male,other,tensed
27687,Bodily Force,Male,Black,fled
27688,Bodily Force,Male,Black,fled
27689,Bodily Force,Male,Black,assaulting police officer or animal
27690,Bodily Force,Female,White,commission of crime
27691,Chemical Irritant,Male,other,commission of crime
27692,Bodily Force,Male,Black,tensed
27693,Bodily Force,Male,Black,commission of crime
27694,Chemical Irritant,Female,White,assaulting police officer or animal
27695,Bodily Force,Male,Black,tensed
27696,Chemical Irritant,Male,White,commission of crime
27697,Bodily Force,Male,Black,fled
27698,Bodily Force,Male,White,tensed
27699,Chemical Irritant,Male,White,other/unspecified
27700,Bodily Force,Male,Black,other/unspecified
27701,Less Lethal Weapons,Female,White,tensed
27702,Bodily Force,Male,Black,assaulting police officer or animal
27703,Bodily Force,Male,Black,tensed
27704,Bodily Force,Male,Black,fled
27705,Less Lethal Weapons,Male,Black,fled
27706,Bodily Force,Male,Black,fled
27707,Bodily Force,Male,Black,fled
27708,Less Lethal Weapons,Male,Black,fled
27709,Chemical Irritant,Female,White,other/unspecified
27710,Bodily Force,Male,Black,other/unspecified
27711,Chemical Irritant,Male,Native American,verbal non-compliance
27712,Bodily Force,Male,Black,tensed
27713,Bodily Force,Male,Black,tensed
27714,Bodily Force,Male,Black,tensed
27715,Less Lethal Weapons,Male,Black,tensed
27716,Chemical Irritant,Female,White,tensed
27717,Bodily Force,Male,Black,fled
27718,Less Lethal Weapons,Male,White,fled
27719,Less Lethal Weapons,Female,Black,commission of crime
27720,Chemical Irritant,Male,White,assaulting police officer or animal
27721,Bodily Force,Male,Black,fled
27722,Chemical Irritant,Male,Black,fled
27723,Bodily Force,Male,Black,fled
27724,Bodily Force,Male,Black,tensed
27725,Bodily Force,Male,Black,commission of crime
27726,Chemical Irritant,Male,Black,verbal non-compliance
27727,Chemical Irritant,Male,White,verbal non-compliance
27728,Bodily Force,Male,White,fled
27729,Less Lethal Weapons,Male,other,verbal non-compliance
27730,Bodily Force,Male,Black,commission of crime
27731,Bodily Force,Male,White,commission of crime
27732,Bodily Force,Male,Black,other/unspecified
27733,Bodily Force,Female,White,tensed
27734,Bodily Force,Male,Black,fled
27735,Less Lethal Weapons,Male,Black,tensed
27736,Bodily Force,Male,White,commission of crime
27737,Bodily Force,Male,Black,fled
27738,Bodily Force,Male,Black,fled
27739,Bodily Force,Male,White,commission of crime
27740,Bodily Force,Male,Black,assaulting police officer or animal
27741,Bodily Force,Male,Black,commission of crime
27742,Chemical Irritant,Male,other,commission of crime
27743,Less Lethal Weapons,Female,Black,other/unspecified
27744,Bodily Force,Male,Black,verbal non-compliance
27745,Less Lethal Weapons,Male,White,fled
27746,Bodily Force,Male,Black,commission of crime
27747,Bodily Force,Male,White,tensed
27748,Less Lethal Weapons,Male,Black,verbal non-compliance
27749,Bodily Force,Male,White,fled
27750,Bodily Force,Female,Black,assaulting police officer or animal
27751,Bodily Force,Male,White,commission of crime
27752,Chemical Irritant,Male,Black,tensed
27753,Bodily Force,Male,Black,commission of crime
27754,Less Lethal Weapons,Male,Black,commission of crime
27755,Bodily Force,Male,White,commission of crime
27756,Bodily Force,Male,Black,commission of crime
27757,Less Lethal Weapons,Male,Black,tensed
27758,Less Lethal Weapons,Male,Black,assaulting police officer or animal
27759,Bodily Force,Male,Native American,fled
27760,Bodily Force,Male,Black,fled
27761,Less Lethal Weapons,Male,Black,other/unspecified
27762,Chemical Irritant,Female,Black,commission of crime
27763,Bodily Force,Male,Native American,assaulting police officer or animal
27764,Bodily Force,Male,Black,fled
27765,Less Lethal Weapons,Male,Black,verbal non-compliance
27766,Bodily Force,Male,Native American,fled
27767,Bodily Force,Male,White,assaulting police officer or animal
27768,Bodily Force,Male,Black,fled
27769,Bodily Force,Male,Black,other/unspecified
27770,Less Lethal Weapons,Male,Black,commission of crime
27771,Chemical Irritant,Male,Black,tensed
27772,Bodily Force,Male,White,commission of crime
27773,Bodily Force,Male,White,tensed
27774,Bodily Force,Male,White,commission of crime
27775,Bodily Force,Male,Black,fled
27776,Bodily Force,Male,Black,tensed
27777,Bodily Force,Male,White,verbal non-compliance
27778,Bodily Force,Male,Black,verbal non-compliance
27779,Bodily Force,Male,Native American,other/unspecified
27780,Bodily Force,Male,White,commission of crime
27781,Chemical Irritant,Male,White,assaulting police officer or animal
27782,Bodily Force,Male,Black,commission of crime
27783,Chemical Irritant,Male,White,tensed
27784,Bodily Force,Female,White,assaulting police officer or animal
27785,Bodily Force,Male,Black,fled
27786,Bodily Force,Male,Black,assaulting police officer or animal
27787,Bodily Force,Male,Black,verbal non-compliance
27788,Chemical Irritant,Male,Black,fled
27789,Bodily Force,Male,Black,tensed
27790,Bodily Force,Male,White,tensed
27791,Chemical Irritant,Male,Black,commission of crime
27792,Bodily Force,Male,Black,commission of crime
27793,Bodily Force,Male,Black,tensed
27794,Less Lethal Weapons,Male,White,tensed
27795,Bodily Force,Male,Black,verbal non-compliance
27796,Bodily Force,Male,Black,fled
27797,Bodily Force,Male,other,commission of crime
27798,Bodily Force,Male,White,other/unspecified
27799,Chemical Irritant,Male,White,verbal non-compliance
27800,Chemical Irritant,Male,Black,verbal non-compliance
27801,Bodily Force,Male,Black,fled
27802,Bodily Force,Male,other,commission of crime
27803,Bodily Force,Male,Black,commission of crime
27804,Guns,Male,Black,fled
27805,Bodily Force,Male,Black,commission of crime
27806,Chemical Irritant,Female,White,other/unspecified
27807,Bodily Force,Male,Black,fled
27808,Bodily Force,Male,White,tensed
27809,Bodily Force,Male,White,tensed
27810,Bodily Force,Male,Black,fled
27811,Bodily Force,Male,Native American,commission of crime
27813,Less Lethal Weapons,Male,Black,tensed
27814,Less Lethal Weapons,Male,Black,tensed
27815,Bodily Force,Male,Black,assaulting police officer or animal
27816,Bodily Force,Male,White,tensed
27817,Bodily Force,Male,Black,fled
27818,Less Lethal Weapons,Male,Black,tensed
27819,Bodily Force,Male,White,tensed
27820,Chemical Irritant,Female,Black,commission of crime
27821,Bodily Force,Male,Black,fled
27822,Chemical Irritant,Male,Native American,fled
27823,Bodily Force,Male,Black,tensed
27824,Bodily Force,Male,Black,fled
27825,Bodily Force,Male,Black,commission of crime
27826,Bodily Force,Male,Black,tensed
27827,Bodily Force,Male,other,tensed
27828,Bodily Force,Male,Black,commission of crime
27829,Bodily Force,Male,White,other/unspecified
27830,Bodily Force,Male,Black,fled
27831,Chemical Irritant,Female,Black,other/unspecified
27832,Bodily Force,Male,Black,commission of crime
27833,Bodily Force,Male,Black,verbal non-compliance
27834,Bodily Force,Male,Black,fled
27835,Bodily Force,Male,Black,verbal non-compliance
27836,Bodily Force,Male,Black,other/unspecified
27837,Bodily Force,Male,Black,tensed
27838,Bodily Force,Female,White,assaulting police officer or animal
27839,Chemical Irritant,Female,Black,other/unspecified
27840,Bodily Force,Male,Black,commission of crime
27841,Bodily Force,Male,Black,fled
27842,Bodily Force,Male,Black,commission of crime
27843,Bodily Force,Male,Black,fled
27844,Bodily Force,Male,other,tensed
27845,Bodily Force,Male,Black,assaulting police officer or animal
27846,Chemical Irritant,Male,Black,tensed
27847,Bodily Force,Male,Native American,verbal non-compliance
27848,Chemical Irritant,Male,Black,commission of crime
27849,Bodily Force,Male,other,assaulting police officer or animal
27850,Bodily Force,Male,White,tensed
27851,Bodily Force,Male,Black,assaulting police officer or animal
27852,Bodily Force,Male,Black,commission of crime
27853,Bodily Force,Male,Black,commission of crime
27854,Bodily Force,Male,Black,fled
27855,Bodily Force,Male,Black,commission of crime
27856,Chemical Irritant,Male,Black,verbal non-compliance
27857,Bodily Force,Male,Black,commission of crime
27858,Bodily Force,Male,Black,tensed
27859,Bodily Force,Male,White,tensed
27860,Less Lethal Weapons,Male,Black,verbal non-compliance
27861,Bodily Force,Male,White,tensed
27862,Bodily Force,Male,Black,fled
27863,Bodily Force,Male,Black,commission of crime
27864,Bodily Force,Male,Black,verbal non-compliance
27866,Bodily Force,Male,Black,assaulting police officer or animal
27867,Bodily Force,Male,Black,tensed
27868,Bodily Force,Male,Black,tensed
27869,Chemical Irritant,Male,Black,verbal non-compliance
27870,Bodily Force,Male,Black,commission of crime
27871,Bodily Force,Male,Native American,assaulting police officer or animal
27872,Bodily Force,Male,White,assaulting police officer or animal
27873,Bodily Force,Male,White,commission of crime
27874,Less Lethal Weapons,Male,White,assaulting police officer or animal
27875,Less Lethal Weapons,Male,Black,tensed
27876,Bodily Force,Male,Black,tensed
27877,Bodily Force,Male,White,fled
27878,Bodily Force,Male,Black,tensed
27879,Bodily Force,Male,Black,commission of crime
27880,Bodily Force,Male,Native American,verbal non-compliance
27881,Chemical Irritant,Male,White,fled
27882,Bodily Force,Male,Black,fled
27883,Less Lethal Weapons,Male,Black,commission of crime
27884,Bodily Force,Male,Native American,fled
27885,Less Lethal Weapons,Male,White,fled
27886,Bodily Force,Male,Native American,fled
27887,Chemical Irritant,Male,White,assaulting police officer or animal
27888,Bodily Force,Male,Black,assaulting police officer or animal
27889,Bodily Force,Male,other,fled
27890,Bodily Force,Male,Black,verbal non-compliance
27891,Bodily Force,Male,Black,verbal non-compliance
27892,Bodily Force,Male,Black,verbal non-compliance
27893,Bodily Force,Male,Black,commission of crime
27894,Chemical Irritant,Male,Native American,verbal non-compliance
27895,Less Lethal Weapons,Male,Black,verbal non-compliance
27896,Chemical Irritant,Female,Black,verbal non-compliance
27897,Bodily Force,Male,Black,tensed
27898,Bodily Force,Male,Black,fled
27899,Chemical Irritant,Female,Black,commission of crime
27900,Bodily Force,Male,Black,verbal non-compliance
27901,Bodily Force,Male,Black,fled
27902,Bodily Force,Male,other,commission of crime
27903,Bodily Force,Male,White,other/unspecified
27904,Chemical Irritant,Male,White,verbal non-compliance
27905,Chemical Irritant,Female,White,verbal non-compliance
27906,Bodily Force,Male,Black,commission of crime
27907,Bodily Force,Male,Black,verbal non-compliance
27908,Less Lethal Weapons,Male,Black,fled
27909,Bodily Force,Male,Black,commission of crime
27910,Bodily Force,Male,Black,tensed
27911,Chemical Irritant,Male,Black,fled
27912,Bodily Force,Female,White,assaulting police officer or animal
27913,Less Lethal Weapons,Male,Black,tensed
27914,Bodily Force,Male,White,tensed
27915,Bodily Force,Male,Black,fled
27916,Bodily Force,Male,Black,tensed
27917,Chemical Irritant,Male,Black,tensed
27918,Chemical Irritant,Male,White,commission of crime
27919,Bodily Force,Male,Black,tensed
27920,Bodily Force,Male,Black,other/unspecified
27921,Chemical Irritant,Male,White,verbal non-compliance
27922,Bodily Force,Male,Black,fled
27923,Bodily Force,Male,White,tensed
27924,Chemical Irritant,Female,Black,other/unspecified
27925,Bodily Force,Male,Black,other/unspecified
27926,Less Lethal Weapons,Male,White,fled
27927,Chemical Irritant,Male,Black,commission of crime
27928,Less Lethal Weapons,Male,Black,fled
27929,Bodily Force,Male,other,fled
27930,Less Lethal Weapons,Male,Black,tensed
27931,Less Lethal Weapons,Male,White,other/unspecified
27932,Bodily Force,Male,Black,tensed
27933,Bodily Force,Male,White,other/unspecified
27934,Bodily Force,Male,White,assaulting police officer or animal
27935,Bodily Force,Female,Black,other/unspecified
27936,Bodily Force,Male,Native American,verbal non-compliance
27937,Chemical Irritant,Female,Black,other/unspecified
27938,Bodily Force,Male,Black,tensed
27939,Less Lethal Weapons,Male,White,commission of crime
27940,Bodily Force,Male,Black,verbal non-compliance
27941,Chemical Irritant,Male,White,other/unspecified
27942,Bodily Force,Male,Black,other/unspecified
27943,Chemical Irritant,Male,White,other/unspecified
27944,Bodily Force,Male,Black,commission of crime
27945,Chemical Irritant,Female,Black,verbal non-compliance
27946,Less Lethal Weapons,Male,White,assaulting police officer or animal
27947,Bodily Force,Male,Native American,assaulting police officer or animal
27948,Bodily Force,Male,White,verbal non-compliance
27949,Bodily Force,Male,Black,fled
27950,Bodily Force,Male,Black,assaulting police officer or animal
27951,Bodily Force,Male,Black,tensed
27952,Less Lethal Weapons,Male,Black,tensed
27953,Bodily Force,Male,other,tensed
27954,Bodily Force,Male,Black,tensed
27955,Chemical Irritant,Male,White,tensed
27956,Bodily Force,Male,Black,commission of crime
27957,Bodily Force,Male,Black,assaulting police officer or animal
27958,Bodily Force,Male,Native American,fled
27959,Bodily Force,Male,Black,fled
27960,Bodily Force,Female,other,commission of crime
27961,Bodily Force,Male,Black,tensed
27962,Chemical Irritant,Male,Black,commission of crime
27963,Bodily Force,Male,Black,commission of crime
27964,Bodily Force,Male,White,tensed
27965,Bodily Force,Male,White,tensed
27966,Less Lethal Weapons,Male,other,tensed
27967,Bodily Force,Female,other,tensed
27968,Bodily Force,Male,White,assaulting police officer or animal
27969,Bodily Force,Male,Black,commission of crime
27970,Less Lethal Weapons,Male,White,commission of crime
27971,Bodily Force,Male,Black,verbal non-compliance
27972,Bodily Force,Male,Black,fled
27973,Less Lethal Weapons,Male,Black,fled
27974,Bodily Force,Male,Black,fled
27975,Less Lethal Weapons,Male,Black,fled
27976,Chemical Irritant,Male,White,tensed
27977,Bodily Force,Male,Black,tensed
27978,Bodily Force,Male,Black,tensed
27979,Bodily Force,Male,White,commission of crime
27980,Bodily Force,Male,White,assaulting police officer or animal
27981,Chemical Irritant,Male,White,verbal non-compliance
27982,Chemical Irritant,Male,White,fled
27983,Bodily Force,Male,White,verbal non-compliance
27984,Less Lethal Weapons,Male,Black,fled
27985,Bodily Force,Male,Black,tensed
27986,Bodily Force,Male,White,commission of crime
27987,Guns,Male,Black,verbal non-compliance
27988,Bodily Force,Male,Black,commission of crime
27989,Less Lethal Weapons,Male,Black,fled
27990,Bodily Force,Male,White,commission of crime
27991,Less Lethal Weapons,Male,Black,commission of crime
27992,Chemical Irritant,Male,other,other/unspecified
27993,Chemical Irritant,Female,other,tensed
27994,Bodily Force,Male,Black,tensed
27995,Bodily Force,Male,Native American,assaulting police officer or animal
27996,Less Lethal Weapons,Male,White,verbal non-compliance
27997,Bodily Force,Male,Black,assaulting police officer or animal
27998,Bodily Force,Female,Black,assaulting police officer or animal
